id,subject,speaker,thought,link
566,Yoimiya,Yae Miko,"Naganohara fireworks are well worth the wait every year. Word is that she caused quite an uproar among the Tenryou Commission recently by setting off fireworks all over the place. Heh, I'm sure the members of the Kujou Clan must've turned purple with rage... A pity that I couldn't be there to see it for myself.",https://game8.co/games/Genshin-Impact/archives/333497
567,Yun Jin,Gaming,"Yun Jin's a huge inspiration to me! Everyone agrees that she's a fantastic singer, from the experts to the casual listener. Incredible. If the Mighty Mythical Beasts ever get half as successful as the Yun-Han Opera Troupe... don't pinch me, 'cause I won't wanna wake up!",https://game8.co/games/Genshin-Impact/archives/314345
568,Yun Jin,Hu Tao,"Yun Jin always appears so graceful on formal occasions, but you'd be surprised how friendly she is in private! I made a bet with her once, and the loser had to sing lyrics of the winner's choice in their own singing style. My my, I wish you could have heard her operatic version of the Hilitune!",https://game8.co/games/Genshin-Impact/archives/314345
569,Yun Jin,Keqing,"When you're passing by Heyu Tea House and have to squeeze your way through the biggest crowd you've seen in your life, that's when you know Yun Jin's on stage performing. There's not a merchant in Liyue who wouldn't buy up the place if they had the chance, and Yun Jin is the reason it would be worth every Mora.",https://game8.co/games/Genshin-Impact/archives/314345
570,Yun Jin,Ningguang,"Yun Jin... Are you able to appreciate her performances? It might be difficult at first, but I would encourage you to give it a chance. The reason why I decided to invest into her opera troupe is quite simple: Elegant art forms like these deserve to be passed down to future generations.",https://game8.co/games/Genshin-Impact/archives/314345
571,Yun Jin,Shenhe,"Yun Jin performs... It's called ""Liyue opera,"" isn't it? I like this particular type of social interaction. You can get to know about the other person's background without having to actually interact with them one on one. If she ever includes your story in one of her performances, I'm sure the result will end up being quite incredible. I'm looking forward to it.",https://game8.co/games/Genshin-Impact/archives/314345
572,Yun Jin,Xianyun,"Currently UnavailableUnlock Requirements: Reach Friendship Level 4 with XianyunComplete ""The Crane Returns on the Wind""",https://game8.co/games/Genshin-Impact/archives/314345
573,Yun Jin,Xingqiu,"When Yun Jin drinks a beverage she is fond of, she will be inspired to write a new play. So, I keep a jar of tea leaves under my bed at all times, ready to deliver to her on the day that her inspiration dries up. This way, I shall never run out of heroic tales to listen to!",https://game8.co/games/Genshin-Impact/archives/314345
574,Yun Jin,Xinyan,"Tell you a secret ー but you gotta keep it that way, you hear? She’s fond of rock ‘n’ roll. Comes to watch me at least three times a week no matter how packed her schedule is. You’d think that the head of Heyu Tea House’s troupe would be into finer arts and all, eh? But I guess it gets suffocating after a while. Haha.",https://game8.co/games/Genshin-Impact/archives/314345
575,Yun Jin,Yaoyao,"Now, Yun Jin's really good at spear dancing, and her Liyue opera performances are very popular. Master even takes me to go see them sometimes. You won't find an empty seat when she's on stage... but, um... does anyone understand what she's singing about?",https://game8.co/games/Genshin-Impact/archives/314345
576,Zhongli,Baizhu,"Ah, Zhongli... Yes, I can tell he is very knowledgeable. He can carry a conversation even when discussing niche topics like ancient medicine. He must also have some habits and practices for himself when it comes to healthy living. The common headache or fever should pose no problem for him, so he doesn't need a prescription from me.",https://game8.co/games/Genshin-Impact/archives/305858
577,Zhongli,Beidou,"You mean the gentleman from Wangsheng Funeral Parlor? My men sometimes speak of the rumors surrounding him — he sounds interesting. Yes, if I get the chance I'd like to meet him someday.",https://game8.co/games/Genshin-Impact/archives/305858
578,Zhongli,Chongyun,"That Zhongli from the Wangsheng Funeral Parlor seems to be quite an incredible man. Just think, common folk might gang up to commit a murder, we exorcists vanquish demons - but he alone buries the bodies of the adepti.",https://game8.co/games/Genshin-Impact/archives/305858
579,Zhongli,Dori,"About Rex Lapis  Before Rex Lapis parted from this world, I'd say a little prayer every morning: ''O great God of Wealth up above, please bless my day with more Mora to love.'' But uh, now, I guess I just pray to myself... ''O divine Dori right here and now, please bless my day with more Mora to count!"" Hehe..",https://game8.co/games/Genshin-Impact/archives/305858
580,Zhongli,Gaming,"Mr. Zhongli seems like the kind of guy who had an expensive education. Seems like whenever I make a delivery to a teahouse or opera house, he's always there drinking tea, listening to the storyteller, and looking like the smartest guy in the room. Dude, I once overheard him talking to someone about tea - I was like, man, if he ever got talking to my dad, that conversation would go on all night...",https://game8.co/games/Genshin-Impact/archives/305858
581,Zhongli,Ganyu,"About MoraxTrust: I have absolute faith in Rex Lapis. It was only through his leadership that we were able to repel the monsters and subdue the sea creatures, and thus protect the peace of Liyue. The sight of him protecting the masses, and the memory of our centuries of camaraderie... I shall never forget it. Follower: All of Rex Lapis' decisions prioritize the welfare of all life in Liyue. That's what I admire about him the most. I want to live up to the same standard... but it seems that the harder I try to follow in his footsteps, the more overwhelmed I get and the more mistake I make...",https://game8.co/games/Genshin-Impact/archives/305858
582,Zhongli,Hu Tao,"Zhongli looks young, but his personality is a bit dusty. Knows everything, but doesn't fret over anything. Hmm... Couldn't be that he's a...Hehe, forget it, whatever.",https://game8.co/games/Genshin-Impact/archives/305858
583,Zhongli,Keqing,"The gentleman from the Wangsheng Funeral Parlor? Clearly, he's an extremely learned individual, and I do have a lot of respect for him. But his mindset is too traditional for me — he thinks in the same tired old terms as Rex Lapis did... If he were more of an original thinker, I'm sure he'd be a great asset to me in reaching my objectives.",https://game8.co/games/Genshin-Impact/archives/305858
584,Zhongli,Neuvillette,"About Geo Archon  Nothing will stop me from rendering judgment on each of The Seven. As the Archon who won the Authority of Geo, Deus Auri must be called to trial. If one does not wish to see us on opposite sides of a conflict, they need not worry, for I intend to stay in Fontaine for the foreseeable future, which could well mean another four hundred years. As another point of consolation, even when the trial eventually takes place, it is still not a given that the judgment will lead to a physical confrontation.",https://game8.co/games/Genshin-Impact/archives/305858
585,Zhongli,Ningguang,Zhongli... of the Wangsheng Funeral Parlor. He's very versed in a great deal of affairs. Although... such excellent pawns are of no use to me until I know their weaknesses.,https://game8.co/games/Genshin-Impact/archives/305858
586,Zhongli,Shenhe,"That gentleman claims to be a mortal, yet is very familiar with my master, who is an adeptus. Master once said: ""If you see him drinking on a stone stool in front of my abode, do not disturb him. Let him sit quietly for a while."" And that's precisely what I did.",https://game8.co/games/Genshin-Impact/archives/305858
587,Zhongli,Tartaglia,"Pondering: There's far more to that man than meets the eye. As for the extent of his power... lots to look forward to, I think. Challenge: Tell me how has Mr. Zhongli been lately? Not bad, you say? Seems he's had no problem acclimating to ""mortal"" life. Hmph, he sure had me fooled. Such a fiasco mustn't be so easily forgiven! The only way to reconciliation is fierce combat! What do you mean I'm no match for him? Hahaha...",https://game8.co/games/Genshin-Impact/archives/305858
